,COMB0,COMB1,COMB2,COMB3
0,10.008499562635716,10.128248324860671,9.365853878263694,7.281079750408172
1,11.282228566410517,13.93616109795123,12.514926187845841,14.092219671582638
2,10.722283379573154,13.58977335850901,12.143233307408423,15.0033728682325
3,13.72537477986192,15.068641940762511,14.606623288988054,15.48407304234706
4,13.462583300480583,14.38278629227462,13.204930686664445,13.811168614655761
5,13.113804416414256,12.31594333995235,13.224475101482556,12.539699075578595
6,10.746672336867967,13.253139979052307,13.672719001481495,14.692954271993079
7,13.30311406951616,12.992017558711078,13.200721772281739,14.06666036619374
8,12.802837738057042,12.625882618882937,13.845130408171917,14.399390997464574
9,11.245682320990296,13.176221865972083,13.473565746264178,14.896447479214265
10,11.743735468011554,11.79355076004714,11.742025056449684,12.182251580101727
11,12.059616821266742,12.446132001412622,12.923835152690632,13.692304986235595
12,12.905150780587775,13.615897230263002,13.527845865052345,13.483693089809623
13,13.0575052636584,13.104782706147757,15.42918942951372,15.815220553441518
14,12.62349085249122,15.259677488730164,12.438107950945879,15.072977531510313
15,11.885710566802649,13.525410955149875,12.248535191034883,13.722163001250664
16,24.599433552183942,24.64364506001156,24.503754458935287,24.548347299795196
17,12.318096003741223,11.739075441322088,14.741170367691295,14.370388973073595
18,13.820707192097212,14.699117788692263,12.419820036771142,13.521307074006042
19,13.271471458759473,14.33695866563754,14.485625410872922,15.367609133758624
20,12.34657637405275,12.279296907138901,12.200661401384519,13.240307699401354
21,9.44745928013111,11.587324667505872,13.447275717246672,14.816981955137727
22,14.015293152379796,13.728966386861929,13.954231877574884,13.833147220791457
23,13.654440164711259,13.506144974790999,14.743800770699734,13.605679382859375
24,13.231915700991598,14.20566202333083,14.351879643139998,14.537806412604553
25,14.172761465910304,15.281327188614547,14.056352136010116,15.047334564395257
26,13.417918250255155,14.866502264334772,14.886450913364882,15.682995435837364
27,13.234351686356124,13.729340062358107,10.727731790346203,11.339662424774357
28,11.320637386387148,12.974481008194338,13.506576908165027,14.845973374463526
29,13.802992895652775,15.019353042481951,14.223174021670168,15.427249921790875
30,9.955784281531574,13.121306841282346,13.821092926323676,15.550221959598792
31,11.806720778179907,13.51736914916549,12.06276382595563,13.37302135802205
32,26.626800326109638,26.64965904948449,26.62813951796852,26.651016008428563
33,13.55810304249182,10.458331779771443,14.703688928527297,12.591458545622979
34,15.345629388773924,16.47192890518546,16.175561328825275,17.190764181087708
35,11.824492575486357,13.7145471766229,12.060075933742311,13.250569791744672
36,11.283543192296415,14.770947361426453,12.677758894957536,14.673638464635593
37,12.844913661084263,12.344461808669696,15.155605582794097,14.903338154109225
38,12.417872775591622,14.09691780080184,13.499359284507348,13.770563400644534
39,11.227609777894928,9.751123862530973,14.383753690093998,13.727559914570064
40,11.705368123325973,14.2368639617005,13.98202650716466,13.595510899796903
41,15.246981030150575,15.511174978939263,13.847748985847138,13.976718821469174
42,13.728462882007017,13.022792352495749,14.108627364645242,12.882695949434018
43,11.2600115057028,13.362624949194613,13.90135062881022,16.072829867887435
44,13.918922566711633,14.517977118351318,14.65520877267755,15.61170808397702
45,14.119538981422707,13.738664081545553,12.818683468757762,14.86786150250187
46,13.465415711819091,13.41365354782373,14.626380416441672,14.986924510597513
47,11.347998226484826,9.371667979824831,11.589166277122526,11.202539314834924
48,29.894940464131302,23.880361819860546,24.169407253649396,14.39116025559367
49,12.067790565631304,12.395639910725063,12.271776898777144,12.79645276055386
50,13.517430662504035,14.466650574679978,14.403353088246947,15.648659672189552
51,12.993306185145173,14.410725698128982,13.994592627825746,14.70488565611269
52,13.880517911666434,14.97679983079501,12.199073781231414,14.559842417221741
53,13.96725675104684,13.213605286712122,12.793914848825962,11.761802479012484
54,13.03616199137666,15.429317022311224,13.082302860206022,14.538907118204792
55,14.743768872101814,14.545893332238135,13.210442537146404,13.442275929501118
56,13.351403146061774,13.376792489615514,14.76512122246274,14.094155108899344
57,13.410513549866513,14.529108124674991,14.015506171169841,15.17176499047942
58,9.86478519909419,12.078827555670651,14.72027232488288,15.520046896505429
59,11.70753009045771,12.826233796637533,13.509100443273281,14.30204773687098
60,14.035849235185553,14.289621393754528,12.903332654520785,11.808685947057613
61,12.47383927143438,15.569851345144407,12.919435090154662,13.390955606905123
62,14.326798592720671,14.441504048417181,12.183255652497289,11.99169345416618
63,12.92573691166325,13.481430010544333,12.143271302133652,14.54452020126271
64,9.417207639041552,23.391096454668713,23.279834117659266,30.76132858657834
65,12.155628735253806,9.257232236862404,13.530284930656908,11.387328830402291
66,11.525514681194363,13.91115487927157,13.295980404200337,13.262769633504144
67,12.670324822303686,10.047204940614117,12.478757582809349,9.887605712503856
68,10.492183755611006,14.167426744882487,11.898707244129003,15.431084019860123
69,12.2167209104011,12.124631830268136,13.873514289449984,14.19045329664314
70,13.237774021364487,13.175864198941238,15.707790968158125,15.60894067244561
71,12.646071892639776,12.604476538120165,12.219945679800519,11.877297619104295
72,14.568268049963608,13.88142804419264,14.222798380863365,13.478104071377526
73,14.484622255492713,14.394225074933209,13.203719909746129,12.764394694991227
74,12.897450983443116,14.810364674029785,13.484708373687061,13.855733674554898
75,12.280384846435128,13.75251224918755,13.214698072594906,14.261771247606243
76,13.148577625065073,14.849356392255643,13.380599846329337,14.679650453471886
77,12.510317239683463,14.132257847170385,13.848728737948528,14.803476603619385
78,13.211279890324814,12.938854893806004,14.340388430348124,14.498815396579277
79,12.0837907789086,15.01928642509873,14.14127657074432,16.187007390699165
80,12.80296560157404,8.7126123808204,13.133065479405102,11.019875667617747
81,13.213944493189302,12.713821088977129,14.03745189505419,13.625380361858902
82,9.423195210398877,9.737272638986454,8.94148724511191,9.225923512841998
83,11.238534651336803,12.55196287017837,13.227043426018145,14.118947506972889
84,12.422744024033278,14.213673400845737,13.174662501042375,14.200092935953673
85,14.112105584185356,13.551175520144348,16.496638206487745,15.711458687692431
86,12.57530245019623,13.258858776377638,11.96945744606418,9.93355353850538
87,11.128025108225415,14.076077886279863,12.202719333501092,15.190724858658694
88,11.225656331883105,12.163234198828134,12.905962429634442,14.542265878063747
89,11.673078469550502,12.853761777143957,12.308632962972336,13.759014129645697
90,12.811662676057013,11.481094193596947,11.630598336584681,9.902807414208821
91,12.556192920362676,12.068889561262328,13.67069078548167,13.375739466188874
92,13.5199408459993,13.847587628737328,13.612403288171201,13.891963659051942
93,9.454829858724986,12.909545515154285,11.564261509197909,14.395304986539527
94,14.086580683351983,14.760273834720806,13.941904647869638,14.436933922893036
95,13.446683969303965,12.440006044776736,13.541752009129908,11.781198950493437
96,14.535589623142119,14.025910877429387,14.806437373205675,13.84540957135845
97,11.281566702071554,14.700711653530952,14.426747271245834,15.542427407331822
98,12.056907319621033,14.211778148655,13.687192575009957,15.231493588718797
99,12.914301751930019,11.068559189973644,14.56081935632369,13.11725226406412
100,11.639878785592959,12.756668408015681,12.601553831853332,13.853198887115814
101,12.347889427241716,12.307441180957438,14.682866610835598,14.79391628970199
102,12.75233581896105,15.832349407696263,12.141006984649293,15.558047966650838
103,15.439548539904594,15.541923137137376,14.364464399407243,13.541169837324995
104,12.450357975516216,14.06142023385708,12.969824077222672,13.876732673730576
105,11.96852182198829,15.159872887596341,12.111674086226218,15.429242175321201
106,12.831048781892473,14.639429985799646,13.42770084857435,15.015285697538413
107,12.328360621662762,14.480583389514235,13.909828132781959,15.441414667491522
108,12.720098506295859,12.951350452845686,13.937321253767056,12.87567011676093
109,12.163975859044738,11.81508376297411,12.679604456721123,12.456700100241349
110,14.710618115172258,14.734219199794278,12.723187287451754,12.796511060328559
111,9.387312958345412,10.31058200299673,12.726373906755825,12.552857204602677
112,13.974142084255075,13.69136624160607,13.118287402264505,14.44143814648662
113,11.328265852063966,10.681425057506088,14.334993203978046,14.993335682519382
114,12.30310348474444,14.46732044082592,12.773163032283676,14.338690863466791
115,13.27687721501004,13.50687121274746,13.925376398241438,13.487169856107869
116,13.836337576325603,15.247158504470786,14.735481137404959,14.248644816450492
117,11.4591680368434,12.728157944603177,12.541901376212726,13.754983679486514
118,14.754522564679174,14.936623761144995,11.949491603392614,12.788857088765127
119,11.388143297473684,13.04176131917195,14.913913317506656,16.177905780758437
120,12.092918489292831,11.501365022599995,12.736648240265506,11.051789447583145
121,12.899597142515793,15.591251395128864,12.27464904778605,14.547497367536925
122,10.328020680185086,13.378530413495627,13.301340680811473,15.316065947633872
123,12.207990234756423,12.934510498082089,14.576663602760794,15.046843279062038
124,13.191576686575544,12.056151712864686,14.614289012427536,13.940289917855916
125,15.242945888329478,14.755930757077651,14.647456768141215,12.83407479960789
126,13.6774507032168,13.979158515540558,13.372811818682822,14.4769239074016
