,MV1,MV2,MV3,MV4,MV5,MV6,MV7,MV8,MV9,MV10,MV11,MV12,MV13,MV14,MV15,MV16
0,0.5196315348421324,3.618278378715129,9.09842023559774,13.642705368895664,26.495991545809368,28.097366649637745,97.4921631198916,118.22416700306798,146.8205371139321,169.32703671513585,150.8978986703066,122.47311798417718,144.95999993499802,177.06608625231397,149.8436726426432,143.05687867584834
1,2.0706120757903648,11.976054479576696,29.280561183555662,42.69328609260933,74.02902500534269,87.99372008547928,235.12644936627422,278.83035676844963,298.39972975929555,322.3809344843789,248.17697644180913,206.5480202954891,223.17518075715242,225.94768575231961,117.0671651039982,96.92765639783119
2,3.8594714419830036,18.230736930907984,40.414274407528,52.492206629068846,73.00857729917232,91.08726740347616,112.01452416348259,98.30492866404899,19.780677554835705,-24.88135207779257,-116.95451156179448,-42.62453079627346,-98.56505010394196,-182.06588018872893,-236.26785377845457,-200.57052476655315
3,5.300888582757798,21.29417250417464,44.11327636341239,42.307571124703,40.29141885144523,20.667471397352642,-64.24975490041305,-130.45138664019396,-208.4678882313483,-233.37814768699855,-221.4387885580261,-104.92637080110785,-116.3786406151903,-18.79597788935257,64.11018869596819,60.210898306774254
4,6.787918413847752,24.882017810216148,45.04968563094373,33.85031100331034,6.373538207099216,-46.388070257944435,-65.49421059564281,-66.28224971188217,-59.87500015968044,17.379689419919487,100.53294509230147,56.797029951675654,141.83477671264313,303.2925730985452,194.8321129768044,-0.6614517197282339
5,8.165173222758398,26.965557143530702,33.513895559034836,13.399373830706963,-42.75210055794355,-90.30539871333906,-96.4951837251158,-43.877688594490564,24.851738321031235,77.08091253840439,51.2615487260789,-30.282048855108314,-85.37344571918788,-224.99536151992675,-337.99324046547804,-347.0253038490754
6,9.406256723862121,25.78118678343793,20.323959754905786,-18.435010745487943,-66.37505185581256,-89.98087606799083,-38.17567697987715,21.383624318836155,122.06460344488914,65.04885126265162,-51.21178674237467,-20.29663778023064,-243.16324420139244,-240.96237896386037,26.253647973782336,188.10504936211896
7,10.507091801308718,24.450599335524032,5.4919041296520845,-37.28471633597155,-68.51468091807328,-30.042887050712466,83.38137120520219,132.3072995689015,92.45188831410769,-53.553016680984456,-93.60214115344024,29.39623020412523,-13.085362738405593,218.37256182163264,238.4481122804914,125.48570079430169
8,10.926410253371913,20.601646351243858,-11.134567800143259,-44.45648778166537,-49.45408399379505,32.206007461995796,110.5022785118681,49.20756265991258,-98.55223071411183,-237.18756401104747,-95.4605443453579,-20.735008084754327,158.0809868025715,23.77340353430077,-240.15906580618093,-242.7674477546916
9,11.4974583048039,14.883907665410447,-23.162843756700113,-55.04617925242633,-1.232550464487531,74.18838645948733,80.7682010086678,-75.69319108318541,-116.7553887033655,-77.0860846842047,153.0631026307126,7.061444433125644,-46.1495367808011,-224.67752789407587,-84.72892875772186,144.64648361284742
