0.000000	11.796709	27.726381	47.082217	68.544128	90.895265	140.341222	346.974896	317.936442	418.470299	473.983714	443.263650	504.737528	465.625177	631.676111	530.414981	389.251350	0.914305	0.943749	0.942892	0.937247	0.996745	0.851456	1.025872	537.232885	271046.410601	36.608414	1065.430533	1044.058053	98.918552	1745806817.660674	0.000000
1.000000	13.692188	35.006557	62.880965	95.200892	116.970254	156.345050	314.091509	302.519218	270.204441	246.536719	163.187372	109.886512	60.573143	52.786782	-225.514464	-199.503302	0.922479	0.946394	0.890240	0.826391	0.867984	0.809279	1.006260	540.230374	251858.968416	36.601489	1004.974634	1018.566243	93.933086	1745806817.675906	0.000000
2.000000	15.191205	38.463548	70.470935	106.709702	96.497529	108.202524	96.271881	64.530815	29.332844	34.424033	-39.524511	-127.058598	-41.066413	97.498106	172.807345	265.704833	0.927602	0.877695	0.857587	0.849442	0.996277	0.824736	0.951227	456.356394	257240.048422	36.598620	1019.446111	947.152403	93.049337	1745806817.675959	0.000000
3.000000	17.094633	44.450623	71.728014	87.660849	85.102577	50.666522	12.593014	-35.527748	2.791374	-47.751993	81.744265	180.103345	250.543703	304.239706	352.828018	289.419305	0.850800	0.868750	0.920322	0.821293	0.952160	0.980983	1.010256	471.993189	241414.073394	36.593794	1079.373881	991.939472	96.049201	1745806817.675990	0.000000
4.000000	17.948337	45.235736	69.545889	63.496182	37.523020	7.400218	-51.164382	-19.365167	65.437114	181.897680	302.973172	231.440334	214.043184	136.931441	65.138763	-211.035840	0.977764	0.919736	0.918447	0.819901	0.820019	0.989203	0.964553	507.848756	275643.914005	36.604497	1065.769804	1035.111491	97.455397	1745806817.676018	0.000000
5.000000	19.492484	47.675463	61.558749	38.830580	2.291164	-20.535445	8.142587	93.893574	148.178470	223.094249	211.372149	84.738961	30.685476	60.434094	119.607549	213.955412	0.801175	0.963711	0.956177	0.976314	0.933532	0.890223	0.916099	538.814493	265312.113405	36.596639	957.269265	1095.296186	91.219274	1745806817.681600	0.000000
6.000000	20.909039	45.906652	47.537070	8.167467	-5.587167	3.936208	90.190002	192.798360	167.736717	114.457421	8.463706	19.650785	-2.417034	182.974889	310.995396	422.410164	0.921990	0.819987	0.862328	0.974288	0.872107	0.810905	0.928542	490.567713	241478.326011	36.608266	1043.893762	955.925545	85.427184	1745806817.697469	0.000000
7.000000	21.826228	43.076542	31.220380	-17.088172	-16.336117	59.894831	168.607722	187.048685	86.641345	26.215336	-24.955118	132.522161	308.302054	388.998152	127.300093	1.375904	0.964339	0.953266	0.989783	0.950897	0.890758	0.885152	0.984833	502.921318	240422.821393	36.592180	908.041821	916.277413	94.448988	1745806817.697543	0.000000
8.000000	22.328051	38.798045	14.450996	-7.992150	26.562729	134.505992	171.678918	82.913959	-64.091144	4.031742	142.081571	252.671155	214.108542	26.506548	-140.059380	159.085225	0.963695	0.991460	0.840032	0.990476	0.857059	0.870752	0.902388	508.691790	257707.214387	36.600302	942.694016	995.780780	97.663369	1745806817.697586	0.000000
9.000000	23.237284	34.942616	1.039841	-2.823201	66.115317	119.797078	109.300992	11.150661	-38.266452	185.068601	280.995784	128.630638	-30.097480	93.008481	344.731075	300.805531	0.869036	0.943450	0.899227	0.890350	0.805055	0.862919	0.973703	504.507284	274952.870362	36.604567	1033.789780	915.752998	93.216111	1745806817.697634	0.000000
10.000000	24.205512	29.404795	-11.943258	6.623115	104.669188	112.889983	32.250002	-48.264654	136.677565	213.094848	110.624069	-35.572366	63.411624	326.082699	179.450831	107.201131	0.855414	0.897896	0.827004	0.876017	0.854240	0.985448	1.063854	545.632012	262960.414318	36.608810	908.524190	971.417548	80.204418	1745806817.714124	0.000000
11.000000	23.415337	22.225259	-18.062165	33.507113	121.411597	73.443283	-4.207236	61.652060	228.824635	118.040843	-75.799063	90.117323	278.729695	176.975113	-67.198648	75.151287	0.861637	0.918166	0.851891	0.998482	0.958015	0.876167	0.943312	543.054719	233656.641700	36.592984	1054.731679	938.964321	97.239376	1745806817.714202	0.000000
12.000000	24.099341	14.677592	-5.969820	65.783908	120.762290	15.932164	21.753882	169.403400	140.208650	20.677012	39.945687	273.208795	157.764866	-183.576369	154.662341	372.123635	0.806683	0.980824	0.977761	0.921815	0.931989	0.932187	1.076307	523.496369	259668.215423	36.595197	1051.715007	914.720813	94.669260	1745806817.714235	0.000000
13.000000	24.321621	8.064740	-6.225997	81.014103	73.312559	-26.272109	74.632768	146.961783	-0.497272	-3.118199	307.604322	147.399724	-114.561721	172.307547	363.167231	-75.624285	0.882099	0.960656	0.861205	0.982109	0.975233	0.885472	1.086999	451.139610	258762.939879	36.606528	1042.311792	906.762124	80.793974	1745806817.714392	0.000000
14.000000	24.101728	2.876938	8.759827	94.669417	32.467595	-4.531077	137.143099	107.784724	-74.534668	142.647053	185.066877	-24.135458	122.596484	219.456178	60.323245	63.869194	0.974704	0.984605	0.918475	0.862567	0.870313	0.970946	0.946442	513.362054	265748.702941	36.593656	945.933992	943.552217	88.405905	1745806817.729935	0.000000
15.000000	22.240115	-4.479898	23.456770	94.155662	1.041574	41.268788	168.880099	34.433800	65.425370	224.985169	-21.562973	71.046965	419.326432	26.208581	129.861300	600.537579	0.850964	0.859129	0.828297	0.936580	0.912590	0.884520	0.963488	533.680014	237386.866275	36.608784	986.563489	1096.694602	82.576076	1745806817.729977	0.000000
