,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,2.0011800382144344e-18,-5.300977473743048e-17,-1.2691291487169219e-17,1.0433858603866099e-17,1.1391961827642564e-17,2.049867786379266e-17,1.9558719385648485e-17,2.0762847658696473e-17,9.586938792485026e-18,2.1636353447791463e-19,-2.2945355442694125e-17,7.853877635041725e-18,-1.03881928059782e-17,1.625596754466863e-18,2.777757330423074e-18,-3.176618271506326e-18,3.1448058186693922e-18,-2.1435948848060563e-18,-1.2267490964758346e-18,7.614346234071008e-19
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,2.0011800382144344e-18,-5.300977473743048e-17,-1.2691291487169219e-17,1.0433858603866099e-17,1.1391961827642564e-17,2.049867786379266e-17,1.9558719385648485e-17,2.0762847658696473e-17,9.586938792485026e-18,2.1636353447791463e-19,-2.2945355442694125e-17,7.853877635041725e-18,-1.03881928059782e-17,1.625596754466863e-18,2.777757330423074e-18,-3.176618271506326e-18,3.1448058186693922e-18,-2.1435948848060563e-18,-1.2267490964758346e-18,7.614346234071008e-19
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,2.0011800382144344e-18,-5.300977473743048e-17,-1.2691291487169219e-17,1.0433858603866099e-17,1.1391961827642564e-17,2.049867786379266e-17,1.9558719385648485e-17,2.0762847658696473e-17,9.586938792485026e-18,2.1636353447791463e-19,-2.2945355442694125e-17,7.853877635041725e-18,-1.03881928059782e-17,1.625596754466863e-18,2.777757330423074e-18,-3.176618271506326e-18,3.1448058186693922e-18,-2.1435948848060563e-18,-1.2267490964758346e-18,7.614346234071008e-19
