,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-1.2262043016353605e-17,-9.274517326496923e-19,2.9505186587902265e-18,2.342629903148062e-18,-2.240479151125245e-17,2.183620426445567e-17,-4.567670009335822e-17,-4.4214279442312915e-18,-2.588175225576811e-17,-7.801358404301532e-19,7.597707378667365e-19,-3.0678628992427705e-17,-9.394599471499537e-18,-1.4943002549855345e-19,-4.72365891526705e-19,4.999220734733762e-18,-5.025922822612593e-18,-2.5029853545424568e-18,9.20255118824935e-18,1.6988610286318855e-18
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-1.2262043016353605e-17,-9.274517326496923e-19,2.9505186587902265e-18,2.342629903148062e-18,-2.240479151125245e-17,2.183620426445567e-17,-4.567670009335822e-17,-4.4214279442312915e-18,-2.588175225576811e-17,-7.801358404301532e-19,7.597707378667365e-19,-3.0678628992427705e-17,-9.394599471499537e-18,-1.4943002549855345e-19,-4.72365891526705e-19,4.999220734733762e-18,-5.025922822612593e-18,-2.5029853545424568e-18,9.20255118824935e-18,1.6988610286318855e-18
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-1.2262043016353605e-17,-9.274517326496923e-19,2.9505186587902265e-18,2.342629903148062e-18,-2.240479151125245e-17,2.183620426445567e-17,-4.567670009335822e-17,-4.4214279442312915e-18,-2.588175225576811e-17,-7.801358404301532e-19,7.597707378667365e-19,-3.0678628992427705e-17,-9.394599471499537e-18,-1.4943002549855345e-19,-4.72365891526705e-19,4.999220734733762e-18,-5.025922822612593e-18,-2.5029853545424568e-18,9.20255118824935e-18,1.6988610286318855e-18
