,MV1,MV2,MV3,MV4,MV5,MV6,MV7,MV8,MV9,MV10,MV11,MV12,MV13,MV14,MV15,MV16
0,0.504704523523621,3.3370058703713372,7.10332301166711,13.289652469857637,27.53283193539306,39.23847837725586,109.53711486531826,132.20214083476554,146.3443202494336,117.19775699518206,187.58095559796283,171.84905126845135,205.19458430236872,142.4055516703061,105.83566011424651,163.2366115066643
1,2.0700009619683257,10.926592946451517,26.71615914979629,44.66108197844625,78.73862293915832,105.50915525648591,283.41106872064427,324.62938675258454,339.35548600106887,234.00108510906244,322.7685404298362,280.9570655924463,290.6737553153096,103.9378396221095,83.99324809779506,83.80317618475232
2,3.7596433656584667,17.041467179105283,40.421041915135,63.07338850873047,79.07448886451152,79.7723137010332,162.16376425746785,139.01638904066073,109.81393017633897,-11.504358863959652,-55.43542321129058,-29.847664686074296,-209.51345209464128,-278.7194774367666,-165.45406021494645,-266.88121770619676
3,5.176411001629667,21.14395168871397,42.20720157011334,58.511463032002055,40.30659374789835,2.6128246923545646,-68.95520122735354,-160.89932118579713,-204.16443164801626,-218.01592779998373,-167.7832982486218,-71.829863135295,-199.5330634278214,-67.17961698059236,61.95195703285094,64.09345221979481
4,7.124202300224571,25.349708320751482,41.83738875940372,37.424811534224034,4.878848414921777,-46.32822832042217,-64.08416413050304,-134.7916793363106,-119.57231571995317,-40.59692594043338,124.08860951671454,70.37571090916799,231.51338118865385,176.9542238328492,186.61845522342105,4.125746721398571
5,8.676384369710426,28.286372756324468,30.30573747752598,4.205591748035886,-37.21309882286607,-93.40448215984986,-67.05475651053212,-60.9852984691081,12.821235328719013,100.0219038619432,68.37492907539581,-80.11042831828581,-79.71576235796988,-231.00326725821054,-226.4139832583827,-371.2307979949266
6,9.66091155887269,26.63863625352016,17.585747031069218,-22.28270555433687,-61.786962439089166,-76.36361087060777,-46.908355455030915,31.125134830390834,56.49386177206134,83.3040564518418,-31.951927850434004,-17.42389849973506,-217.45739910617817,-153.40248993501388,14.085161095627882,144.48738045267078
7,10.730442936021717,22.515227531211906,7.463024559918949,-47.40008976584966,-69.96703287592277,-21.86451910681035,63.15925385589071,113.72502036578908,39.24121319641063,-75.92111373109196,-78.49355896697307,19.927773567779695,42.17839793246094,156.78493930066657,214.7195479993918,22.668497186750585
8,11.281455042048862,19.8998431370768,-10.044297359424718,-63.86539726458841,-51.16355904724742,22.86193907747179,84.96066111419577,32.59082385586544,-75.73679046210418,-180.7699966632756,-34.62473775442186,-3.125595629572217,60.24444156755908,6.70834501241734,-226.80477664785872,-208.36000141676175
9,11.818880409931637,15.054799066523628,-24.029312684855313,-57.283084960700535,-2.2408962411079756,77.2505134658569,62.57673051196889,-59.527155837043665,-121.12766034347851,-22.965297265564004,148.5290408404062,66.52000568218727,-11.462351143244177,-146.3739840385722,-90.21294580173048,140.90031669985763
10,12.586858244866562,9.157327551268963,-37.81271918826519,-38.0400053262274,36.772319742226045,90.32502219286971,-22.75273820007169,-123.8199431698049,-22.67904248830473,76.57578803933484,92.86966699285631,-27.655583269622184,-99.56534317398632,45.07105134468247,246.17300342611247,1.564825172194105
11,13.18142659914065,3.2693131874862047,-46.51171534773698,-13.114528017726343,71.56361174102949,46.965522664711216,-90.9543811067515,-94.55406467769171,104.0691834983013,44.48950153655255,-75.25354585478362,-21.801846138024757,65.84611919527947,188.58105385837052,-117.63746734723918,-142.48765054921614
12,12.84445681321813,-4.180254767770748,-45.63794113098493,8.89895997575627,75.07444354865402,-32.763594303755326,-64.10199726518931,29.849952455203947,123.7989615503875,-42.06768624689971,-94.56318391706009,-5.169121655517756,184.07897232194955,-74.08342714579749,-331.3399220159258,85.42288521440616
