,MV1,MV2,MV3,MV4,MV5,MV6,MV7,MV8,MV9,MV10,MV11,MV12,MV13,MV14,MV15,MV16
2,3.9934959766768574,17.84652520650128,38.17470115807903,59.70517883562604,65.55328463045242,78.4224627844964,147.56974954349857,88.03646574209063,93.69368518193454,-4.3192478620026975,-68.15203304699355,-45.493006555001045,-213.82818857654144,-191.6155755685511,-269.5553084673247,-108.1962702247638
3,5.415089847560771,20.722361649051287,36.87340853335338,41.12363527280618,45.48974362697095,15.63284910876979,-76.10904049162502,-123.25321993090483,-143.78786652753513,-238.61333693208576,-160.51802464758333,-118.58863394224272,-189.005950058356,-56.78129068824137,69.92504656738134,123.00439993024486
4,6.955862709205048,24.878956810816923,41.51877210082043,35.99409085689044,9.763735843666096,-46.1595153539273,-94.75118557272664,-113.61957317124144,-48.13617344703266,-0.8721816259474053,92.86783613336718,76.95270234210693,166.195191565477,289.73552643083053,251.55384168344008,105.22165350344414
5,8.780370091117167,25.093809773587157,32.20101037686223,11.417006445724155,-40.64759557622142,-102.50033785572316,-94.71348854471536,-61.44103550602949,29.670156030967973,98.15884376376653,89.93272281473469,-63.97424778850541,-128.9107842684374,-234.7652588340875,-336.7165480682754,-179.62220595883525
6,9.603775857679487,25.32956285092024,16.83200638112038,-21.48214417814381,-61.82978501787784,-98.17507134735354,-41.57339272783884,40.52773291465496,61.54937385786229,46.37682013383096,-29.071081460440386,-109.87392880650714,-246.1261470260879,-200.77490526219435,18.46081615285516,191.30876656950431
7,10.331237669232976,26.70421763421808,7.769537654999908,-41.85221941614918,-74.39444535632651,-36.90616481191057,85.77612543539499,126.96970322614924,46.22479767907544,-36.12538885051299,-108.49186992931254,-62.779685885013805,-34.071459235216935,211.7396034447247,301.8294888272717,-20.750100638043023
8,11.940184489810749,22.32248433832831,-10.518892804806567,-58.41405833273427,-57.53090760617931,31.6083694878522,112.70881051940432,58.70569144315596,-82.69790468198562,-155.44945632495364,-46.103421535687175,-14.459947886137115,50.837969527631,-16.52542962192365,-214.3916117520357,-404.83103227943775
9,12.12619458314083,16.034350314855374,-26.58128886615316,-48.34296244539041,-7.005467941808206,63.39915255672963,67.51132047803958,-79.79213720459347,-117.3317806981654,-91.91042597157366,124.85227918065311,58.538803045199074,-82.49145701904445,-198.54215268011785,-29.908773851834667,84.93227051692566
10,11.963082009021576,9.337701434759992,-33.66193970357949,-37.07791535123943,37.62643728382,55.2159875861779,-30.511861751474957,-157.91967943306372,-34.569059169435604,88.48624003913847,73.58413002537509,-79.02791974674733,-237.7413115379984,-49.58343146817879,266.7071286419739,-9.779859416934189
11,13.110071101728238,2.49712055453017,-40.02409889540036,-22.2398134515347,65.30366481834517,31.057307387884634,-95.65480629247168,-76.07794008623796,96.99210676261782,108.483762000782,-85.95317042439228,-74.06193547354178,-10.61106779430827,106.92608731420796,-103.73912040860182,-351.74408124324964
