,COMB0,COMB1,COMB2,COMB3
0,6.354144993274501,8.860932324123937,8.04722950192734,9.625105886416977
1,13.264324898667262,14.57304143916758,12.48916884671612,14.231620932778732
2,12.986766863257772,14.002892184768967,13.99067071349857,14.246859295519268
3,14.565186784125247,14.222100816358916,14.022337989043791,15.747556771434825
4,13.593824178171875,14.116795030467124,15.055897241716792,16.395178402343785
5,13.15115844899649,11.84047950698321,14.716798998608525,12.661106309310014
6,12.039647303251236,12.051261471575572,12.31592171182428,12.0601819583119
7,12.535130290610397,14.843156149264216,12.076043205161014,13.574404265780853
8,12.65706332972369,13.48591937829676,10.746805503273348,13.390838319095767
9,10.326881640839096,13.18356325612752,11.72688958931105,12.283005858109249
10,12.382456728334493,13.959128190442808,13.424828120111734,14.763109973674096
11,12.393524232677905,14.798238637272688,14.762482649416649,16.95804522397932
12,12.249096868367836,11.24993658622646,14.151831509123353,12.671771575247286
13,14.400312752323252,13.6132713484205,14.723941728274005,15.086418906588582
14,13.707390263654526,12.744294439597004,15.41982883209697,14.985449617437563
15,12.350292806834666,13.8098619715106,14.368496703298034,15.419293168884746
16,24.46746717018634,24.53397846503681,24.47534518806528,24.541517661358792
17,12.489241434578656,13.948746436812153,11.091128711231352,13.26791339411097
18,12.62580401495982,13.562922603710074,13.362042312683004,14.345432224646611
19,12.758478161989856,11.113848151725946,14.218500614783046,12.91378984553364
20,12.583021762690668,14.008091672571508,12.169761941077176,14.38955096343342
21,14.22562731300958,13.872702075989915,13.113476152290682,13.722967709327625
22,12.864860280741365,13.66469943660408,14.997134663645612,16.01801031790049
23,12.090872822370452,13.925537375355942,12.876580502957632,14.307428943560682
24,9.47468913386244,12.203167206556296,14.95139776978409,15.935448122535565
25,12.76751251299648,13.708356011823405,12.712569428573422,13.69454502646777
26,13.475910144159952,14.982688553274723,13.99347264284122,16.068373656967974
27,13.65402776694139,12.112001132823035,13.604040087474504,12.895245805631644
28,12.149974038544867,14.35686992335784,13.075595054628137,14.90788414890956
29,10.963270053121343,13.771073477440426,10.102011529804043,13.944135820560655
30,14.408506677808845,14.173211712925076,13.981386708196958,13.118035588420437
31,11.878315463642446,13.075916745357128,11.695348921276784,13.122457983582404
32,26.646187521933104,26.59610623315901,26.632904331187024,26.58275969859201
33,11.206623582797164,10.717759540521126,13.396601037042952,14.121831766579517
34,12.16651510746553,11.397771096010208,11.613659773834852,10.968969796925224
35,12.852398461095868,12.808652057670574,15.892548573767035,15.055499057761043
36,14.81917482318129,14.287070288792764,14.622198269597355,14.732923428464243
37,14.01282538485349,13.509905022785846,14.497055976585823,14.62649087807896
38,13.615213624911796,12.724352603954316,15.04862886398395,14.437195097861018
39,12.940789135875226,14.761212097439277,11.556658342479263,12.98147267084047
40,12.716218264690514,14.139897874877152,12.923652296332524,14.504710056323333
41,11.890762640648925,13.772464186023932,11.695556810985256,13.9997290617736
42,10.613672436344268,11.096770894385507,12.544463201699488,13.502659922319127
43,11.155902947765336,12.89686226256778,10.887772681071317,12.786176147195992
44,11.5751223351513,13.70573658799112,11.71111570725,14.05706819893539
45,12.260644357574169,14.433817559725467,13.737090886238336,15.45209670276356
46,13.395202946889528,14.167862468225904,11.466139875067796,12.503151401862608
47,11.934034235412136,13.460433664548278,13.9241198801104,14.456037311358685
48,29.90615955821067,24.119457784969804,23.25703071713776,12.616755498111592
49,12.398715281864208,14.251745497949443,13.45963716884818,14.48534896120663
50,13.406174648661285,12.063525343177265,13.963983664048662,13.645514118476076
51,11.004781387721897,12.890609969086904,13.435978877434094,14.21742775653263
52,12.847443036497005,11.5594719149929,13.716893296985448,14.394258391199507
53,12.029605998983127,14.631864886561226,13.971052221568844,13.574919978098752
54,11.701468485844972,13.824621492672785,13.668920138993055,14.929457577562546
55,12.116761219086191,13.686412669598472,12.158366664431057,14.0883211442254
56,11.088034656432256,13.063806717036275,10.832701189240042,14.237122756538117
57,12.51112861387693,13.383657776352376,13.93719649228705,13.853883098228373
58,14.986878443995025,14.83840650882751,13.759100477982308,13.7496160967812
59,13.086737992365912,13.97912009194872,12.978803614593575,14.13926896623729
60,12.085840463433549,10.520735130109406,14.324722879662396,11.918838151927597
61,10.393272930682462,12.192956360449935,14.280651325060148,14.762207864971126
62,12.838819738585238,13.000311387042627,13.635524658133743,13.938357367134293
