,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-2.2051826705202192e-17,1.939166514091345e-17,-3.5335014751682786e-17,-1.0830780497597548e-17,-2.3514617736664613e-17,-1.999168117224796e-17,-1.9233930191756674e-17,1.9618510633573318e-17,2.673078208252623e-21,-1.8027790133061943e-17,3.397512795878397e-17,1.016022067712609e-18,-3.8173154232717474e-18,-1.2418840017312905e-17,1.5344159912112483e-17,-5.333229026691177e-18,-1.0615064249611259e-17,-5.7872426695662975e-18,-3.4171577771792935e-18,1.560646647564631e-18
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-2.2051826705202192e-17,1.939166514091345e-17,-3.5335014751682786e-17,-1.0830780497597548e-17,-2.3514617736664613e-17,-1.999168117224796e-17,-1.9233930191756674e-17,1.9618510633573318e-17,2.673078208252623e-21,-1.8027790133061943e-17,3.397512795878397e-17,1.016022067712609e-18,-3.8173154232717474e-18,-1.2418840017312905e-17,1.5344159912112483e-17,-5.333229026691177e-18,-1.0615064249611259e-17,-5.7872426695662975e-18,-3.4171577771792935e-18,1.560646647564631e-18
,COMB1_Delta,COMB2_Delta,COMB3_Delta,COMB4_Delta,COMB1_Theta,COMB2_Theta,COMB3_Theta,COMB4_Theta,COMB1_Alpha,COMB2_Alpha,COMB3_Alpha,COMB4_Alpha,COMB1_Beta,COMB2_Beta,COMB3_Beta,COMB4_Beta,COMB1_Gamma,COMB2_Gamma,COMB3_Gamma,COMB4_Gamma
0,-0.07428902700639568,-0.1201335223458719,0.038715561976533246,0.01697617514245178,-0.023770465101501274,0.006482460312675674,-0.01616958795352349,-0.004484635385490334,0.02501743900585629,0.009833158951189372,0.005711161542666616,-0.022136951400866713,-0.007522493041760562,-0.014921194680057603,0.01960411470194406,0.03495417971141395,-0.008290894774640614,-0.004232882297448759,0.0007769476200354116,0.0002605541150245688
