,MV1,MV2,MV3,MV4,MV5,MV6,MV7,MV8,MV9,MV10,MV11,MV12,MV13,MV14,MV15,MV16
2,4.026592367434935,18.10524412911965,34.688610068704286,52.45791664095658,65.16062383450875,56.6394182682068,165.28930894230575,100.02326385569168,47.19037952803137,-38.30421402075655,-89.52358736184976,-85.12466537019941,-201.1503120602998,-152.03498519671015,-145.99330197761296,-272.8439666273692
4,6.81556603147172,27.26230391696386,40.09180416113708,41.9529457115047,9.278688997120868,-37.69878210169077,-81.93696260840898,-84.61406884930193,-87.70478499653836,-29.418001517758285,96.03762617981874,51.659348848832565,281.4807232545436,240.6881919656589,91.32565779221544,-29.01975648790875
5,8.3968925550041,26.07456060396132,31.759197082063565,8.183942692839764,-41.35231140094737,-87.79602110754445,-79.30467910880657,-63.80258402829395,54.75837658899718,41.13967733457957,74.04467173960904,-55.40082175929513,12.499941243062608,-198.0243380154961,-250.70179869182152,-410.1424985928453
6,9.5002701876182,25.239358379031785,23.62211039691817,-20.776358206371697,-76.66033041703156,-95.10775652044777,-42.094538614325984,14.945962029028578,129.01252826705831,59.911830013630606,-28.33193801753237,-48.8800602958554,-231.311295663009,-126.75378957799784,37.49237252709122,201.4294526782667
7,10.629965200984913,25.70192910824005,4.919358046649563,-39.4310086481139,-67.94436716474934,-31.50046131241845,71.23193520028417,116.50852650767138,76.14724677651566,-44.05284774399297,-135.80036307631144,3.005138154799852,43.681189390642885,171.193928396719,171.40934406819542,44.27481816106052
8,11.998809360554446,20.8836443807013,-11.107865255072625,-61.250812369549976,-39.88340047177349,41.31873965047657,90.96373455802768,46.40708625475827,-101.32083916887268,-179.58933020267182,-82.23681182055338,-51.14314580658697,161.00595881653476,-17.25113936608659,-206.9690514130466,-342.70214167595304
9,12.483043916593717,15.816592609866689,-23.105341144111776,-59.25259045795224,-3.2379200821856102,77.38625033702596,56.87792412114823,-58.24919310481482,-142.91247674282386,-39.0825483952417,135.69223873835722,-19.55558932597728,-75.30050628054369,-182.06568799978777,-45.69497739994699,138.14729470952994
10,12.784373516329993,10.395168801796103,-38.89327014149899,-34.67399474665558,26.70497662509229,71.04716975897657,-26.71209069035922,-119.54715209439972,-41.58453414675114,94.0785589477955,53.473029049986735,-24.090653367609093,-225.1720081748549,-35.00004026722809,204.4555049956341,-17.25377262962911
11,13.03186589851532,2.6072454189504697,-40.66958829991404,-16.28715266600716,62.01598831663887,42.46373786537487,-97.28137149921076,-53.19500497516492,67.07839909637096,113.36198195069484,-93.81153931759968,-3.898912450570833,37.54487160774693,166.63735965768774,-88.32847268995056,-221.36972634437416
12,12.779951398367643,-3.7824251473839463,-41.06110407249503,4.936194756252689,70.31589268374807,-17.207791113571943,-89.78640481537514,26.108393142202655,74.38729689549518,-52.61403124717072,-90.73164086013549,-11.08974453515748,107.61017284414288,-76.27529452372937,-260.6811126739642,91.83298941810337
13,12.766620353340386,-10.733794827492602,-41.86208542866757,33.24517249593805,38.87336871108232,-71.82370038614738,-30.122738321543693,62.15750427382454,-15.457739283659976,-208.6136925958317,12.352456185093615,17.17204981182931,-147.69945790673182,-168.32181998812257,121.22513238327906,59.06420585966316
14,12.03198876219608,-17.495162378216264,-26.70597828818586,48.617092546135154,6.854463883629705,-72.743497566717,46.96077782106204,57.83546034361461,-153.66634280366634,-66.27532960249164,84.03754031986864,8.541205050934423,-161.53699286738492,91.46390370030622,142.4358171153115,-179.23430714971437
15,11.027771247319606,-23.21570050529408,-12.454072711353549,59.60040525833551,-31.3125140253062,-42.63421364826718,97.71671794678424,-57.88213313834149,-156.45727682202096,99.97539483608716,9.383107408125396,-79.9308651348208,24.224972440789088,25.13301667843143,-213.6293043318019,284.58354802930444
16,10.800169072999324,-27.54734128345035,-0.36811485804742,48.508483698379,-62.42344673034586,7.208526655283777,85.06622512957074,-115.08667798532316,47.45137823584446,70.98792196746444,-113.15040271855878,-10.891367096267004,27.13599884834798,-147.10594546283073,79.08678204693592,583.037862871086
17,10.046952895328104,-28.38447879412888,19.273671055184195,19.41600195905039,-60.33449728072696,54.91766448699775,-9.816941559613042,-69.8466045199375,155.6979276605748,-83.81047958352337,-112.04274875687088,40.27365887931546,-117.30805750819376,46.67878191684531,351.8148363637258,-141.32968486330174
